accuracy,precision,recall,f1
0.9947561615102255,0.9948783610755442,0.955719557195572,0.9749058971141782
0.9947561615102255,0.9961489088575096,0.9544895448954489,0.9748743718592965
0.9954116413214473,0.9949302915082383,0.9620098039215687,0.9781931464174455
0.9956738332459361,0.9961139896373057,0.9624530663329162,0.9789942711648632
0.9955427372836917,0.9987357774968394,0.959902794653706,0.9789343246592317
0.9947561615102255,0.9921976592977894,0.9573400250941029,0.9744572158365262
0.9950183534347142,0.9960212201591512,0.955470737913486,0.9753246753246754
0.9961982170949135,0.9960526315789474,0.966794380587484,0.9812054439403759
0.9939695857367593,0.9909208819714657,0.9514321295143213,0.9707750952986023
0.9958049292081804,0.9973474801061007,0.9616368286445013,0.9791666666666666
0.995280545359203,0.99375,0.9624697336561744,0.977859778597786
0.9948872574724699,0.9974160206718347,0.9542645241038319,0.9753632343651295
0.9944939695857368,0.9909443725743855,0.9563046192259675,0.9733163913595934
0.9965915049816466,0.9986187845303868,0.9665775401069518,0.9823369565217391
0.9944939695857368,0.9936386768447837,0.9547677261613692,0.9738154613466334
0.9965915049816466,0.9945945945945946,0.9709762532981531,0.9826435246995995
0.995280545359203,0.9923371647509579,0.9628252788104089,0.9773584905660377
0.9954116413214473,0.9962025316455696,0.960927960927961,0.978247358607831
0.9943628736234924,0.9946737683089214,0.950381679389313,0.9720234222511386
0.995280545359203,0.9972714870395635,0.9555555555555556,0.9759679572763685
0.9939695857367593,0.9987515605493134,0.9467455621301775,0.9720534629404617
0.9956738332459361,0.9960578186596584,0.9619289340101523,0.9786959328599096
0.9954116413214473,0.9974747474747475,0.959902794653706,0.978328173374613
0.9946250655479811,0.9987228607918263,0.9513381995133819,0.9744548286604361
0.9941006816990037,0.9973924380704041,0.9467821782178217,0.9714285714285714
0.9955427372836917,0.9973226238286479,0.9588159588159588,0.9776902887139107
0.994231777661248,0.9935233160621761,0.9516129032258065,0.9721166032953105
0.9947561615102255,0.9973787680209698,0.9524405506883604,0.9743918053777209
0.9954116413214473,0.9987012987012988,0.9576587795765878,0.9777495232040686
0.9951494493969586,0.9946879150066401,0.9578005115089514,0.9758957654723127
0.9948872574724699,0.9972936400541272,0.9521963824289406,0.9742233972240582
0.9937073938122706,0.9945429740791268,0.943078913324709,0.9681274900398407
0.9939695857367593,0.9935483870967742,0.9494451294697904,0.9709962168978562
0.9958049292081804,1.0,0.9587096774193549,0.9789196310935442
0.995280545359203,0.9948586118251928,0.9602977667493796,0.9772727272727273
0.9941006816990037,0.9919028340080972,0.9496124031007752,0.9702970297029703
0.995280545359203,0.9986206896551724,0.9538866930171278,0.9757412398921833
0.9939695857367593,0.9972972972972973,0.9437340153452686,0.9697766097240473
0.9955427372836917,0.9959072305593452,0.9592641261498029,0.9772423025435074
0.9948872574724699,1.0,0.9515527950310559,0.9751750477402928
0.9956738332459361,0.9986807387862797,0.9594423320659062,0.9786683904330963
0.995280545359203,0.9973958333333334,0.9575,0.9770408163265306
0.9950183534347142,0.9960732984293194,0.9560301507537688,0.9756410256410256
0.994231777661248,0.9934296977660972,0.9509433962264151,0.9717223650385605
0.9954116413214473,0.9986702127659575,0.956687898089172,0.9772283669486012
0.995280545359203,0.9975308641975309,0.9596199524940617,0.9782082324455206
0.9961982170949135,0.9963724304715841,0.9694117647058823,0.9827072152653548
0.996722600943891,0.9986577181208054,0.96875,0.9834765366820886
0.9939695857367593,0.9925925925925926,0.95260663507109,0.9721886336154776
0.9931830099632931,0.9973579920739762,0.937888198757764,0.9667093469910372
0.9939695857367593,0.9923371647509579,0.9510403916768666,0.97125
0.9948872574724699,0.9947229551451188,0.9556400506970849,0.9747899159663865
0.9948872574724699,0.9986559139784946,0.9513444302176697,0.9744262295081967
0.9950183534347142,0.9974905897114178,0.9566787003610109,0.9766584766584766
0.9946250655479811,0.9959677419354839,0.9512195121951219,0.9730794484569928
0.9941006816990037,0.9987228607918263,0.9467312348668281,0.9720323182100684
0.9955427372836917,0.9945578231292517,0.9605781865965834,0.9772727272727273
0.9951494493969586,0.9959731543624161,0.9561855670103093,0.9756738987508218
0.9954116413214473,0.9973856209150327,0.9585427135678392,0.9775784753363229
0.9937073938122706,0.9949044585987261,0.9466666666666667,0.9701863354037267
0.9951494493969586,0.9931787175989086,0.9578947368421052,0.9752176825184193
0.9948872574724699,0.9973856209150327,0.95375,0.9750798722044729
0.9943628736234924,0.9909326424870466,0.9550561797752809,0.9726636999364272
0.9943628736234924,0.9973226238286479,0.9478371501272265,0.9719504240052185
0.9956738332459361,0.9947159841479525,0.9629156010230179,0.9785575048732943
0.9938384897745149,0.9973890339425587,0.9443757725587144,0.9701587301587301
0.9937073938122706,0.9959404600811907,0.942381562099872,0.968421052631579
0.9955427372836917,0.9973579920739762,0.9593392630241423,0.977979274611399
0.9939695857367593,0.9946236559139785,0.9462915601023018,0.9698558322411533
0.9948872574724699,0.9943820224719101,0.9528936742934051,0.9731958762886598
0.9946250655479811,0.9960629921259843,0.9523212045169385,0.9737010904425915
0.9947561615102255,0.9960264900662251,0.9531051964512041,0.9740932642487047
0.994231777661248,0.9948453608247423,0.9507389162561576,0.9722921914357683
0.9938384897745149,0.9949302915082383,0.9480676328502415,0.9709338280766853
0.9948872574724699,0.9973958333333334,0.9539227895392279,0.9751750477402928
0.9964604090194022,0.9945652173913043,0.9695364238410596,0.9818913480885312
0.9956738332459361,0.9987277353689568,0.9608323133414932,0.9794135995009358
0.9938384897745149,0.9922380336351876,0.9492574257425742,0.9702719797596457
0.9956738332459361,0.9947712418300654,0.9632911392405064,0.9787781350482315
0.9955427372836917,0.9945945945945946,0.9608355091383812,0.9774236387782205
0.994231777661248,0.9947437582128777,0.9498117942283564,0.9717586649550706
0.994231777661248,0.9949874686716792,0.9520383693045563,0.9730392156862745
0.9938384897745149,0.9924242424242424,0.9504232164449818,0.9709697344039531
0.9946250655479811,0.9973544973544973,0.9508196721311475,0.973531310522918
0.9946250655479811,0.9946595460614153,0.9526854219948849,0.9732201175702155
0.9954116413214473,0.993455497382199,0.9619771863117871,0.9774629748873149
0.9950183534347142,0.9974779319041615,0.9564691656590084,0.9765432098765432
0.9956738332459361,0.9961439588688946,0.9627329192546584,0.9791535060012634
0.9948872574724699,0.9959731543624161,0.9537275064267352,0.9743926460932371
0.9958049292081804,0.9948453608247423,0.965,0.9796954314720813
0.9954116413214473,0.993455497382199,0.9619771863117871,0.9774629748873149
0.9950183534347142,0.9986468200270636,0.952258064516129,0.9749009247027741
0.9925275301520713,0.9959677419354839,0.9320754716981132,0.9629629629629629
0.9946250655479811,0.9908376963350786,0.9570164348925411,0.9736334405144694
0.9944939695857368,0.9974326059050064,0.9510403916768666,0.9736842105263158
0.9951494493969586,0.9973890339425587,0.9561952440550688,0.9763578274760384
0.9948872574724699,0.9960681520314548,0.9547738693467337,0.9749839640795381
0.995280545359203,0.9974093264248705,0.9577114427860697,0.9771573604060914
0.9956738332459361,0.9975429975429976,0.963226571767497,0.9800844900422451
0.9956738332459361,0.9962358845671268,0.9635922330097088,0.9796421961752005
0.995280545359203,0.9960264900662251,0.9579617834394905,0.9766233766233766
0.9950183534347142,0.9987163029525032,0.9546012269938651,0.9761606022584692
0.9939695857367593,0.9987080103359173,0.9449877750611247,0.9711055276381909
0.9960671211326692,0.9960681520314548,0.96569250317662,0.9806451612903225
0.9951494493969586,0.9972222222222222,0.953519256308101,0.9748811948404617
0.9951494493969586,0.9946666666666667,0.9576379974326059,0.9758011772400261
0.9959360251704248,0.9987046632124352,0.9625468164794008,0.9802924348378894
0.9960671211326692,0.9985935302390999,0.9607577807848444,0.9793103448275862
0.9937073938122706,0.9962871287128713,0.9470588235294117,0.971049457177322
0.9948872574724699,0.9972677595628415,0.9517601043024772,0.9739826551034023
0.994231777661248,0.9973992197659298,0.9480840543881335,0.9721166032953105
0.996722600943891,1.0,0.9667553191489362,0.9830966869506423
0.9943628736234924,0.9973958333333334,0.9491945477075588,0.9726984126984127
0.9937073938122706,0.9958677685950413,0.94140625,0.9678714859437751
0.9948872574724699,0.993581514762516,0.9579207920792079,0.9754253308128544
0.9944939695857368,0.9973753280839895,0.95,0.9731113956466069
0.9955427372836917,0.9987468671679198,0.9602409638554217,0.9791154791154791
0.9963293130571579,1.0,0.9645569620253165,0.9819587628865979
0.9958049292081804,0.9910485933503836,0.96875,0.9797724399494311
0.9934452018877818,0.9986910994764397,0.9396551724137931,0.9682741116751269
0.9958049292081804,0.9949174078780177,0.9654747225647349,0.9799749687108886
0.9954116413214473,0.9974126778783958,0.9589552238805971,0.9778059606848446
0.9944939695857368,0.9922380336351876,0.9551681195516812,0.9733502538071066
0.9951494493969586,0.9974747474747475,0.9575757575757575,0.9771181199752629
0.9960671211326692,0.9944979367262724,0.965287049399199,0.9796747967479674
0.9946250655479811,0.99860529986053,0.9470899470899471,0.9721656483367278
0.9938384897745149,0.9908256880733946,0.949748743718593,0.9698524695317511
0.9951494493969586,0.9961489088575096,0.9580246913580247,0.9767149150409062
0.9950183534347142,0.9923761118170267,0.9606396063960639,0.97625
0.9950183534347142,0.9933510638297872,0.9576923076923077,0.9751958224543081
0.9948872574724699,0.9950062421972534,0.9579326923076923,0.9761175750153093
0.995280545359203,0.9973404255319149,0.9566326530612245,0.9765625
0.9958049292081804,0.9975786924939467,0.9648711943793911,0.9809523809523809
0.9951494493969586,0.9973082099596231,0.9548969072164949,0.9756418696510862
0.995280545359203,0.9930362116991643,0.9583333333333334,0.9753761969904241
0.996722600943891,0.9963054187192119,0.97352587244284,0.9847839318320146
0.9951494493969586,0.9922279792746114,0.9611041405269761,0.9764181007010835
0.9951494493969586,0.99734395750332,0.955470737913486,0.9759584145549057
0.9943628736234924,0.9947368421052631,0.9509433962264151,0.9723472668810289
0.9944939695857368,0.9974226804123711,0.9508599508599509,0.9735849056603774
0.9943628736234924,0.9946879150066401,0.950507614213198,0.9720960415314731
0.9956738332459361,0.9960264900662251,0.9616368286445013,0.9785296031229668
0.9948872574724699,0.9986859395532195,0.9523809523809523,0.9749839640795381
0.9964604090194022,0.9974522292993631,0.969059405940594,0.9830508474576272
0.9951494493969586,0.9931693989071039,0.9578392621870883,0.9751844399731724
