accuracy,precision,recall,f1
0.9520188778185632,0.9508196721311475,0.5406125166444741,0.6893039049235993
0.9514944939695857,0.9348837209302325,0.5403225806451613,0.6848381601362862
0.9476927110644993,0.9551569506726457,0.529192546583851,0.6810551558752997
0.9455951756685894,0.927765237020316,0.517632241813602,0.6645109135004043
0.9459884635553225,0.958904109589041,0.515970515970516,0.670926517571885
0.9476927110644993,0.9471544715447154,0.5554231227651967,0.7002253944402704
0.9530676455165181,0.9601769911504425,0.5607235142118863,0.7079934747145188
0.9452018877818563,0.9363207547169812,0.5038071065989848,0.6551155115511551
0.9534609334032512,0.9537815126050421,0.576874205844981,0.718923198733175
0.9500524383848977,0.9522727272727273,0.5378690629011553,0.6874487284659557
0.9496591504981646,0.947136563876652,0.5443037974683544,0.6913183279742765
0.948348190875721,0.9430523917995444,0.5287356321839081,0.6775777414075287
0.9455951756685894,0.9391100702576113,0.5075949367088608,0.6589975349219392
0.9442842160461458,0.9438202247191011,0.5121951219512195,0.6640316205533597
0.9417933927635029,0.9550561797752809,0.5005889281507656,0.6568778979907264
0.9432354483481908,0.9460154241645244,0.4717948717948718,0.6295979469632165
0.9421866806502359,0.9505882352941176,0.49029126213592233,0.6469175340272217
0.9421866806502359,0.9467849223946785,0.5059241706161137,0.6594594594594595
0.9442842160461458,0.9285714285714286,0.5056461731493099,0.6547522339561332
0.9486103828002097,0.9617977528089887,0.5330012453300125,0.6858974358974359
0.9417933927635029,0.9094922737306843,0.505521472392638,0.6498422712933754
0.9463817514420556,0.9344978165938864,0.530359355638166,0.6766798418972332
0.9501835343471421,0.9491150442477876,0.5458015267175572,0.6930533117932148
0.9511012060828526,0.9360189573459715,0.5330634278002699,0.6792777300085985
0.9467750393287887,0.9524793388429752,0.5462085308056872,0.6942771084337349
0.9472994231777662,0.9423076923076923,0.5404411764705882,0.6869158878504673
0.9429732564237021,0.9468085106382979,0.52046783625731,0.6716981132075471
0.9476927110644993,0.9397849462365592,0.5408415841584159,0.6865671641791045
0.9490036706869428,0.953125,0.5371069182389937,0.6870474658085277
0.9466439433665443,0.9397089397089398,0.5445783132530121,0.6895499618611747
0.9462506554798112,0.9234234234234234,0.5216284987277354,0.6666666666666666
0.9493969585736759,0.9426048565121413,0.542566709021601,0.6887096774193548
0.9513633980073414,0.9570815450643777,0.5595984943538268,0.7062549485352335
0.9427110644992134,0.9369565217391305,0.5137067938021455,0.6635873749037722
0.9442842160461458,0.9521640091116174,0.5085158150851582,0.6629659000793021
0.9471683272155218,0.9401330376940134,0.53,0.6778577138289369
0.9524121657052963,0.965675057208238,0.548051948051948,0.6992543496271748
0.9487414787624541,0.9595505617977528,0.53375,0.6859437751004016
0.948348190875721,0.9393258426966292,0.532484076433121,0.6796747967479675
0.9496591504981646,0.9384965831435079,0.5357607282184655,0.6821192052980133
0.9501835343471421,0.9641350210970464,0.5573170731707318,0.7063369397217929
0.9495280545359203,0.9542168674698795,0.5196850393700787,0.6728971962616822
0.9458573675930781,0.9557522123893806,0.5236363636363637,0.6765857478465153
0.9469061352910331,0.9304347826086956,0.5343320848938826,0.6788263283108644
0.9465128474043,0.9438444924406048,0.5335775335775336,0.6817472698907956
0.9490036706869428,0.9508928571428571,0.5372005044136192,0.6865431103948428
0.9462506554798112,0.9410526315789474,0.5392038600723763,0.6855828220858896
0.940744625065548,0.9170403587443946,0.4963592233009709,0.6440944881889764
0.9445464079706345,0.9483471074380165,0.5355892648774796,0.6845637583892618
0.9474305191400105,0.9498861047835991,0.5238693467336684,0.6753036437246963
0.944022024121657,0.9435294117647058,0.4987562189054726,0.6525630593978845
0.9511012060828526,0.9613636363636363,0.5430038510911425,0.694011484823626
0.9478238070267436,0.9552238805970149,0.5430303030303031,0.6924265842349304
0.9482170949134766,0.9414414414414415,0.531130876747141,0.6791226645004061
0.9465128474043,0.9330254041570438,0.5159642401021711,0.6644736842105263
