accuracy,precision,recall,f1
0.9522810697430519,0.7805851063829787,0.7468193384223919,0.7633289986996099
0.9542475091767174,0.8093883357041252,0.7257653061224489,0.7652992602555481
0.9563450445726271,0.8105413105413105,0.7399219765929779,0.7736233854520734
0.9522810697430519,0.7934782608695652,0.7336683417085427,0.762402088772846
0.9492658626114315,0.7900709219858156,0.699748743718593,0.7421718854097269
0.9517566858940745,0.7623497997329773,0.7503285151116952,0.7562913907284768
0.9503146303093865,0.7690179806362379,0.7239583333333334,0.7458081824279007
0.9533298374410069,0.7919896640826873,0.7586633663366337,0.7749683944374209
0.9531987414787625,0.8119891008174387,0.7312883435582822,0.7695287282117496
0.9518877818563188,0.7807262569832403,0.7269180754226268,0.7528619528619529
0.9533298374410069,0.7907894736842105,0.7531328320802005,0.7715019255455713
0.9525432616675407,0.7896213183730715,0.7264516129032258,0.7567204301075269
0.9521499737808076,0.8005427408412483,0.7301980198019802,0.7637540453074434
0.9482170949134766,0.788036410923277,0.7231503579952268,0.7542003733665215
0.949790246460409,0.7803921568627451,0.7352216748768473,0.7571337983512999
0.9509701101206083,0.8,0.7346938775510204,0.7659574468085106
0.9533298374410069,0.8266850068775791,0.7232250300842359,0.7715019255455713
0.951232302045097,0.8032345013477089,0.7250608272506083,0.7621483375959079
0.9562139486103828,0.807799442896936,0.7474226804123711,0.7764390896921017
0.9508390141583639,0.7657894736842106,0.7471116816431322,0.7563352826510721
0.9554273728369166,0.8057851239669421,0.7461734693877551,0.7748344370860927
0.9538542212899843,0.7800511508951407,0.7721518987341772,0.7760814249363868
0.9534609334032512,0.7809278350515464,0.7661188369152971,0.7734524569240587
0.9514944939695857,0.8025210084033614,0.7144638403990025,0.7559366754617414
0.9571316203460933,0.8041095890410959,0.7613488975356679,0.782145236508994
0.9516255899318301,0.7701298701298701,0.7554140127388536,0.7627009646302251
0.9522810697430519,0.7779329608938548,0.7309711286089239,0.7537212449255751
0.9524121657052963,0.8128415300546448,0.7247259439707674,0.7662588538312942
0.9499213424226534,0.7931937172774869,0.7301204819277108,0.7603513174404015
0.9535920293654956,0.819538670284939,0.7321212121212122,0.7733674775928298
0.951232302045097,0.8141470180305131,0.7115151515151515,0.759379042690815
0.9469061352910331,0.7864197530864198,0.7330264672036824,0.7587849910661107
0.9511012060828526,0.7709720372836218,0.7423076923076923,0.7563683866753755
0.952674357629785,0.7883008356545961,0.7303225806451613,0.7582049564634963
0.9476927110644993,0.7516339869281046,0.7334183673469388,0.7424144609425436
0.9488725747246984,0.7754532775453278,0.70828025477707,0.7403462050599201
0.9524121657052963,0.8051420838971584,0.730958230958231,0.7662588538312942
0.9542475091767174,0.7834912043301759,0.75390625,0.7684140676841407
0.9476927110644993,0.784656796769852,0.7092457420924574,0.7450479233226837
0.9480859989512324,0.7620967741935484,0.7213740458015268,0.7411764705882353
0.9549029889879391,0.7692307692307693,0.7544581618655692,0.7617728531855956
0.9500524383848977,0.80875,0.7394285714285714,0.7725373134328358
0.9529365495542738,0.8068493150684931,0.7298636926889716,0.7664281067013663
0.9520188778185632,0.7928843710292249,0.75453446191052,0.7732342007434945
0.952674357629785,0.7752489331436699,0.7286096256684492,0.7512060647829083
0.949790246460409,0.7862796833773087,0.7294981640146879,0.7568253968253968
0.9516255899318301,0.8059299191374663,0.7266099635479951,0.7642172523961661
0.9560828526481384,0.8269230769230769,0.7422934648581998,0.7823261858349577
0.9520188778185632,0.8107049608355091,0.7375296912114014,0.7723880597014925
0.955951756685894,0.8252148997134671,0.7291139240506329,0.7741935483870968
0.9513633980073414,0.7905759162303665,0.7411042944785277,0.7650411652944902
0.9508390141583639,0.7842377260981912,0.7447852760736197,0.764002517306482
